"Subnet","OverlappingSubnet","SubnetSite","OverlappingSite","SiteCollision","DCInSite"
"10.196.0.0","10.197.214.0","ISD","US-S00715","True","True"
"10.196.0.0","10.199.162.0","ISD","US-S00581","True","True"
"10.196.0.0","10.196.108.0","ISD","US-S00568","True","True"
"10.196.0.0","10.196.154.0","ISD","US-S00692","True","True"
"10.196.0.0","10.198.68.0","ISD","US-S00569","True","True"
"10.196.0.0","10.198.144.0","ISD","US-S00728","True","True"
"10.196.0.0","10.198.128.0","ISD","US-S00688","True","True"
"10.196.0.0","10.196.152.0","ISD","US-S00677","True","True"
"10.196.0.0","10.197.196.0","ISD","US-S00580","True","True"
"10.196.0.0","10.197.210.0","ISD","US-S00700","True","True"
"10.196.0.0","10.199.200.0","ISD","US-S00685","True","True"
"10.196.0.0","10.198.46.0","ISD","US-S00387","True","True"
"10.196.0.0","10.196.160.0","ISD","US-S00390","True","True"
"10.196.0.0","10.197.194.0","ISD","US-S00542","True","True"
"10.196.0.0","10.198.34.0","ISD","US-S00636","True","True"
"10.196.0.0","10.197.216.0","ISD","US-S00716","True","True"
"10.196.0.0","10.198.44.0","ISD","US-S00374","True","True"
"10.196.0.0","10.198.40.0","ISD","US-S00684","True","True"
"10.196.0.0","10.198.70.0","ISD","US-S00591","True","True"
"10.196.0.0","10.199.58.0","ISD","US-S00550","True","True"
"10.196.0.0","10.198.236.0","ISD","US-S00548","True","True"
"10.196.0.0","10.197.212.0","ISD","US-S00701","True","True"
"10.196.0.0","10.198.160.0","ISD","US-S00768","True","True"
"10.196.0.0","10.199.164.0","ISD","US-S00607","True","True"
"10.196.0.0","10.198.76.0","ISD","US-S00744","True","True"
"10.196.0.0","10.199.50.0","ISD","US-S00506","True","True"
"10.196.0.0","10.196.14.0","ISD","US-S00108","True","True"
"10.196.0.0","10.196.0.0","ISD","US-S00012","True","True"
"10.196.0.0","10.196.30.0","ISD","US-S00137","True","True"
"10.196.0.0","10.196.44.0","ISD","US-S00227","True","True"
"10.196.0.0","10.198.16.0","ISD","US-S00169","True","True"
"10.196.0.0","10.198.104.0","ISD","US-S00021","True","True"
"10.196.0.0","10.196.60.0","ISD","US-S00464","True","True"
"10.196.0.0","10.196.224.0","ISD","US-S00132","True","True"
"10.196.0.0","10.197.134.0","ISD","US-S00063","True","True"
"10.196.0.0","10.196.6.0","ISD","US-S00041","True","True"
"10.196.0.0","10.196.32.0","ISD","US-S00073","True","True"
"10.196.0.0","10.196.98.0","ISD","US-S00107","True","True"
"10.196.0.0","10.197.140.0","ISD","US-S00105","True","True"
"10.196.0.0","10.196.18.0","ISD","US-S00118","True","True"
"10.196.0.0","10.197.132.0","ISD","US-S00060","True","True"
"10.196.0.0","10.199.42.0","ISD","US-S00460","True","True"
"10.196.0.0","10.197.184.0","ISD","US-S00469","True","True"
"10.196.0.0","10.196.24.0","ISD","US-S00129","True","True"
"10.196.0.0","10.197.154.0","ISD","US-S00197","True","True"
"10.196.0.0","10.197.146.0","ISD","US-S00153","True","True"
"10.196.0.0","10.196.134.0","ISD","US-S00083","True","True"
"10.196.0.0","10.199.16.0","ISD","US-S00362","True","True"
"10.196.0.0","10.196.128.0","ISD","US-S00327","True","True"
"10.196.0.0","10.197.14.0","ISD","US-S00302","True","True"
"10.196.0.0","10.196.220.0","ISD","US-S00064","True","True"
"10.196.0.0","10.196.34.0","ISD","US-S00151","True","True"
"10.196.0.0","10.197.204.0","ISD","US-S00034","True","True"
"10.196.0.0","10.196.164.0","ISD","US-S00771","True","True"
"10.196.0.0","10.198.52.0","ISD","US-S00401","True","True"
"10.196.0.0","10.197.130.0","ISD","US-S00059","True","True"
"10.196.0.0","10.196.226.0","ISD","US-S00136","True","True"
"10.196.0.0","10.196.106.0","ISD","US-S00474","True","True"
"10.196.0.0","10.197.128.0","ISD","US-S00037","True","True"
"10.196.0.0","10.198.60.0","ISD","US-S00493","True","True"
"10.196.0.0","10.196.136.0","ISD","US-S00473","True","True"
"10.196.0.0","10.199.46.0","ISD","US-S00480","True","True"
"10.196.0.0","10.197.186.0","ISD","US-S00481","True","True"
"10.196.0.0","10.196.72.0","ISD","US-S00201","True","True"
"10.196.0.0","10.196.10.0","ISD","US-S00097","True","True"
"10.196.0.0","10.196.66.0","ISD","US-S00068","True","True"
"10.196.0.0","10.196.68.0","ISD","US-S00576","True","True"
"10.196.0.0","10.198.18.0","ISD","US-S00207","True","True"
"10.196.0.0","10.196.58.0","ISD","US-S00389","True","True"
"10.196.0.0","10.196.46.0","ISD","US-S00231","True","True"
"10.196.0.0","10.198.106.0","ISD","US-S00742","True","True"
"10.196.0.0","10.196.150.0","ISD","US-S00665","True","True"
"10.196.0.0","10.198.152.0","ISD","US-S00738","True","True"
"10.196.0.0","10.196.166.0","ISD","US-S00775","True","True"
"10.196.0.0","10.197.224.0","ISD","US-S00734","True","True"
"10.196.0.0","10.199.202.0","ISD","US-S00759","True","True"
"10.196.0.0","10.196.92.0","ISD","US-S00177","True","True"
"10.196.0.0","10.196.94.0","ISD","US-S00173","True","True"
"10.196.0.0","10.198.0.0","ISD","US-S00604","True","True"
"10.196.0.0","10.196.162.0","ISD","US-S00747","True","True"
"10.196.0.0","10.196.148.0","ISD","US-S00657","True","True"
"10.196.0.0","10.199.68.0","ISD","US-S00647","True","True"
"10.196.0.0","10.198.30.0","ISD","US-S00753","True","True"
"10.196.0.0","10.196.144.0","ISD","US-S00552","True","True"
"10.196.0.0","10.198.156.0","ISD","US-S00746","True","True"
"10.196.0.0","10.197.246.0","ISD","US-S00551","True","True"
"10.196.0.0","10.197.78.0","ISD","US-S00619","True","True"
"10.196.0.0","10.196.142.0","ISD","US-S00545","True","True"
"10.196.0.0","10.197.6.0","ISD","US-S00191","True","True"
"10.196.0.0","10.196.38.0","ISD","US-S00180","True","True"
"10.2.0.0","10.2.40.0","CMI-Rogers","ISD","True","False"
"10.2.0.0","10.2.38.0","ISD","ISD","False","True"
"10.2.0.0","10.2.24.0","ISD","ISD","False","True"
"10.2.0.0","10.2.18.0","ISD","ISD","False","True"
"10.2.0.0","10.2.16.0","ISD","ISD","False","True"
"10.2.0.0","10.2.14.0","ISD","ISD","False","True"
"10.2.0.0","10.2.42.0","CMI-Rogers","ISD","True","False"
"10.2.0.0","10.2.44.0","CMI-Rogers","ISD","True","False"
"10.2.0.0","10.2.46.0","CMI-Rogers","ISD","True","False"
"10.2.0.0","10.2.48.0","CMI-Rogers","ISD","True","False"
"10.2.0.0","10.2.36.0","CMI-Rogers","ISD","True","False"
"10.2.0.0","10.2.40.0","CMI-Rogers","ISD","True","False"
"10.2.0.0","10.2.16.0","CMI-Rogers","ISD","True","False"
"10.2.0.0","10.2.48.0","CMI-Rogers","ISD","True","False"
"10.2.0.0","10.2.4.0","CMI-Rogers","ISD","True","False"
"10.2.0.0","10.2.36.0","CMI-Rogers","ISD","True","False"
"10.2.0.0","10.2.8.0","CMI-Rogers","ISD","True","False"
"10.2.0.0","10.2.38.0","CMI-Rogers","ISD","True","False"
"10.2.0.0","10.2.34.0","CMI-Rogers","ISD","True","False"
"10.2.0.0","10.2.18.0","CMI-Rogers","ISD","True","False"
"10.2.0.0","10.2.16.0","CMI-Rogers","ISD","True","False"
"10.2.0.0","10.2.14.0","CMI-Rogers","ISD","True","False"
"10.2.0.0","10.2.12.0","CMI-Rogers","ISD","True","False"
"10.2.0.0","10.2.10.0","CMI-Rogers","ISD","True","False"
"10.2.0.0","10.2.8.0","CMI-Rogers","ISD","True","False"
"10.2.0.0","10.2.6.0","CMI-Rogers","ISD","True","False"
"10.2.0.0","10.2.4.0","CMI-Rogers","ISD","True","False"
"10.2.0.0","10.2.0.0","CMI-Rogers","ISD","True","False"
"10.2.0.0","10.2.10.0","ISD","ISD","False","True"
"10.2.0.0","10.2.12.0","ISD","ISD","False","True"
"10.2.0.0","10.2.24.0","CMI-Rogers","ISD","True","False"
"10.2.0.0","10.2.50.0","CMI-Rogers","ISD","True","False"
"10.2.0.0","10.2.40.0","ISD","ISD","False","True"
"10.2.0.0","10.2.96.0","ISD","US-S08127","True","True"
"10.2.0.0","10.2.6.0","ISD","ISD","False","True"
"10.2.0.0","10.2.4.0","ISD","ISD","False","True"
"10.2.0.0","10.2.0.0","ISD","ISD","False","True"
"10.2.0.0","10.2.34.0","ISD","ISD","False","True"
"10.2.0.0","10.2.36.0","ISD","ISD","False","True"
"10.2.0.0","10.2.72.0","ISD","US-S08127","True","True"
"10.2.0.0","10.2.0.0","ISD","CMI-Rogers","True","True"
"10.2.0.0","10.2.8.0","ISD","ISD","False","True"
"10.2.0.0","10.2.36.0","ISD","ISD","False","True"
"10.2.0.0","10.2.8.0","ISD","ISD","False","True"
"10.2.0.0","10.2.48.0","ISD","ISD","False","True"
"10.2.0.0","10.2.42.0","ISD","ISD","False","True"
"10.2.0.0","10.2.44.0","ISD","ISD","False","True"
"10.2.0.0","10.2.4.0","ISD","ISD","False","True"
"10.2.0.0","10.2.48.0","ISD","ISD","False","True"
"10.2.0.0","10.2.46.0","ISD","ISD","False","True"
"10.2.0.0","10.2.40.0","ISD","ISD","False","True"
"10.2.0.0","10.2.16.0","ISD","ISD","False","True"
"10.2.0.0","10.2.50.0","ISD","ISD","False","True"
"10.2.16.0","10.2.16.0","ISD","ISD","False","True"
"10.2.16.0","10.2.18.0","ISD","ISD","False","True"
"10.2.36.0","10.2.38.0","ISD","ISD","False","True"
"10.2.36.0","10.2.36.0","ISD","ISD","False","True"
"10.2.4.0","10.2.4.0","ISD","ISD","False","True"
"10.2.4.0","10.2.6.0","ISD","ISD","False","True"
"10.2.40.0","10.2.40.0","ISD","ISD","False","True"
"10.2.40.0","10.2.42.0","ISD","ISD","False","True"
"10.2.40.0","10.2.44.0","ISD","ISD","False","True"
"10.2.40.0","10.2.46.0","ISD","ISD","False","True"
"10.2.48.0","10.2.50.0","ISD","ISD","False","True"
"10.2.48.0","10.2.48.0","ISD","ISD","False","True"
"10.2.8.0","10.2.12.0","ISD","ISD","False","True"
"10.2.8.0","10.2.14.0","ISD","ISD","False","True"
"10.2.8.0","10.2.8.0","ISD","ISD","False","True"
"10.2.8.0","10.2.10.0","ISD","ISD","False","True"
"10.200.0.0","10.203.32.0","ISD","US-S00140","True","True"
"10.200.0.0","10.200.192.0","ISD","US-S00414","True","True"
"10.200.0.0","10.201.162.0","ISD","US-S00459","True","True"
"10.200.0.0","10.200.198.0","ISD","US-S00443","True","True"
"10.200.0.0","10.202.4.0","ISD","US-S00452","True","True"
"10.200.0.0","10.201.168.0","ISD","US-S00478","True","True"
"10.200.0.0","10.202.0.0","ISD","US-S00395","True","True"
"10.200.0.0","10.201.108.0","ISD","US-S00161","True","True"
"10.200.0.0","10.200.158.0","ISD","US-S00241","True","True"
"10.200.0.0","10.200.16.0","ISD","US-S00214","True","True"
"10.200.0.0","10.200.156.0","ISD","US-S00235","True","True"
"10.200.0.0","10.200.8.0","ISD","US-S00131","True","True"
"10.200.0.0","10.200.10.0","ISD","US-S00157","True","True"
"10.200.0.0","10.200.130.0","ISD","US-S00039","True","True"
"10.200.0.0","10.201.198.0","ISD","US-S00339","True","True"
"10.200.0.0","10.200.136.0","ISD","US-S00116","True","True"
"10.200.0.0","10.200.20.0","ISD","US-S00321","True","True"
"10.200.0.0","10.200.148.0","ISD","US-S00171","True","True"
"10.200.0.0","10.200.42.0","ISD","US-S00527","True","True"
"10.200.0.0","10.201.110.0","ISD","US-S00408","True","True"
"10.200.0.0","10.200.34.0","ISD","US-S00417","True","True"
"10.200.0.0","10.200.208.0","ISD","US-S00419","True","True"
"10.200.0.0","10.200.36.0","ISD","US-S00427","True","True"
"10.200.0.0","10.200.134.0","ISD","US-S00057","True","True"
"10.200.0.0","10.202.2.0","ISD","US-S00429","True","True"
"10.200.0.0","10.201.166.0","ISD","US-S00471","True","True"
"10.200.0.0","10.200.194.0","ISD","US-S00437","True","True"
"10.200.0.0","10.202.132.0","ISD","US-S00209","True","True"
"10.200.0.0","10.200.142.0","ISD","US-S00133","True","True"
"10.200.0.0","10.200.138.0","ISD","US-S00124","True","True"
"10.200.0.0","10.202.128.0","ISD","US-S00055","True","True"
"10.200.0.0","10.200.200.0","ISD","US-S00446","True","True"
"10.200.0.0","10.201.14.0","ISD","US-S00449","True","True"
"10.200.0.0","10.202.134.0","ISD","US-S00230","True","True"
"10.200.0.0","10.200.22.0","ISD","US-S00322","True","True"
"10.200.0.0","10.200.12.0","ISD","US-S00160","True","True"
"10.200.0.0","10.200.132.0","ISD","US-S00042","True","True"
"10.200.0.0","10.200.6.0","ISD","US-S00085","True","True"
"10.200.0.0","10.200.196.0","ISD","US-S00438","True","True"
"10.200.0.0","10.200.68.0","ISD","US-S00649","True","True"
"10.200.0.0","10.200.74.0","ISD","US-S00714","True","True"
"10.200.0.0","10.200.232.0","ISD","US-S00628","True","True"
"10.200.0.0","10.200.14.0","ISD","US-S00163","True","True"
"10.200.0.0","10.200.230.0","ISD","US-S00627","True","True"
"10.200.0.0","10.200.236.0","ISD","US-S00631","True","True"
"10.200.0.0","10.201.220.0","ISD","US-S00609","True","True"
"10.200.0.0","10.200.40.0","ISD","US-S00516","True","True"
"10.200.0.0","10.200.38.0","ISD","US-S00514","True","True"
"10.200.0.0","10.200.56.0","ISD","US-S00593","True","True"
"10.200.0.0","10.200.184.0","ISD","US-S00370","True","True"
"10.200.0.0","10.202.116.0","ISD","US-S00743","True","True"
"10.200.0.0","10.200.4.0","ISD","US-S00071","True","True"
"10.200.0.0","10.203.24.0","ISD","US-S00066","True","True"
"10.200.0.0","10.200.30.0","ISD","US-S00348","True","True"
"10.200.0.0","10.201.106.0","ISD","US-S00011","True","True"
"10.200.0.0","10.200.146.0","ISD","US-S00142","True","True"
"10.200.0.0","10.200.0.0","ISD","US-S00023","True","True"
"10.200.0.0","10.200.2.0","ISD","US-S00045","True","True"
"10.200.0.0","10.202.138.0","ISD","US-S00320","True","True"
"10.200.0.0","10.201.112.0","ISD","US-S00520","True","True"
"10.200.0.0","10.201.218.0","ISD","US-S00192","True","True"
"10.200.0.0","10.202.140.0","ISD","US-S00358","True","True"
"10.200.0.0","10.200.220.0","ISD","US-S00590","True","True"
"10.200.0.0","10.202.10.0","ISD","US-S00595","True","True"
"10.200.0.0","10.200.212.0","ISD","US-S00558","True","True"
"10.200.0.0","10.200.170.0","ISD","US-S00297","True","True"
"10.200.0.0","10.200.24.0","ISD","US-S00330","True","True"
"10.200.0.0","10.200.28.0","ISD","US-S00345","True","True"
"10.200.0.0","10.200.182.0","ISD","US-S00369","True","True"
"10.200.0.0","10.200.164.0","ISD","US-S00283","True","True"
"10.200.0.0","10.200.76.0","ISD","US-S00745","True","True"
"10.200.0.0","10.200.178.0","ISD","US-S00349","True","True"
"10.200.0.0","10.202.144.0","ISD","US-S00642","True","True"
"10.200.0.0","10.203.56.0","ISD","US-S00517","True","True"
"10.200.0.0","10.202.12.0","ISD","US-S00630","True","True"
"10.200.0.0","10.200.50.0","ISD","US-S00547","True","True"
"10.200.0.0","10.202.142.0","ISD","US-S00380","True","True"
"10.200.0.0","10.200.66.0","ISD","US-S00639","True","True"
"10.200.0.0","10.200.80.0","ISD","US-S00755","True","True"
"10.200.0.0","10.200.72.0","ISD","US-S00669","True","True"
"10.200.0.0","10.200.234.0","ISD","US-S00629","True","True"
"10.200.0.0","10.200.78.0","ISD","US-S00754","True","True"
"10.200.0.0","10.200.46.0","ISD","US-S00537","True","True"
"10.200.0.0","10.200.222.0","ISD","US-S00592","True","True"
"10.200.0.0","10.203.88.0","ISD","US-S00304","True","True"
"10.200.0.0","10.200.216.0","ISD","US-S00567","True","True"
"10.200.0.0","10.200.176.0","ISD","US-S00346","True","True"
"10.200.0.0","10.200.60.0","ISD","US-S00610","True","True"
"10.200.0.0","10.200.228.0","ISD","US-S00626","True","True"
"10.200.0.0","10.200.48.0","ISD","US-S00546","True","True"
"10.200.0.0","10.200.210.0","ISD","US-S00555","True","True"
"10.200.0.0","10.202.8.0","ISD","US-S00554","True","True"
"10.200.0.0","10.203.30.0","ISD","US-S00511","True","True"
"10.200.0.0","10.200.168.0","ISD","US-S00290","True","True"
"10.200.0.0","10.200.204.0","ISD","US-S00457","True","True"
"10.200.0.0","10.200.238.0","ISD","US-S00632","True","True"
"10.200.0.0","10.201.2.0","ISD","US-S00666","True","True"
"10.200.0.0","10.203.182.0","ISD","US-S00656","True","True"
"10.200.0.0","10.200.70.0","ISD","US-S00658","True","True"
"10.200.0.0","10.200.82.0","ISD","US-S00765","True","True"
"10.200.0.0","10.201.116.0","ISD","US-S00571","True","True"
"10.200.0.0","10.200.226.0","ISD","US-S00614","True","True"
"10.200.0.0","10.200.188.0","ISD","US-S00397","True","True"
"10.200.0.0","10.200.52.0","ISD","US-S00556","True","True"
"10.200.0.0","10.201.180.0","ISD","US-S00524","True","True"
"10.200.0.0","10.200.64.0","ISD","US-S00623","True","True"
"10.200.0.0","10.202.114.0","ISD","US-S00670","True","True"
"10.200.0.0","10.202.112.0","ISD","US-S00543","True","True"
"10.200.0.0","10.200.58.0","ISD","US-S00608","True","True"
"10.200.0.0","10.200.62.0","ISD","US-S00616","True","True"
"10.200.0.0","10.201.114.0","ISD","US-S00549","True","True"
"10.204.0.0","10.206.92.0","ISD","US-S00587","True","True"
"10.204.0.0","10.206.2.0","ISD","US-S00385","True","True"
"10.204.0.0","10.205.26.0","ISD","US-S00699","True","True"
"10.204.0.0","10.204.246.0","ISD","US-S00243","True","True"
"10.204.0.0","10.206.86.0","ISD","US-S00033","True","True"
"10.204.0.0","10.206.6.0","ISD","US-S00465","True","True"
"10.204.0.0","10.206.8.0","ISD","US-S00482","True","True"
"10.204.0.0","10.204.106.0","ISD","US-S00470","True","True"
"10.208.0.0","10.211.178.0","ISD","US-S00075","True","True"
"10.208.0.0","10.211.184.0","ISD","US-S00448","True","True"
"10.208.0.0","10.211.146.0","ISD","US-S00472","True","True"
"10.208.0.0","10.208.0.0","ISD","US-S00017","True","True"
"10.208.0.0","10.210.246.0","ISD","US-S00050","True","True"
"10.208.0.0","10.211.244.0","ISD","US-S00051","True","True"
"10.208.0.0","10.211.236.0","ISD","US-S00284","True","True"
"10.208.0.0","10.211.186.0","ISD","US-S00203","True","True"
"10.208.0.0","10.211.246.0","ISD","US-S00236","True","True"
"10.208.0.0","10.211.216.0","ISD","US-S00343","True","True"
"10.208.0.0","10.211.182.0","ISD","US-S00328","True","True"
"10.208.0.0","10.211.176.0","ISD","US-S00082","True","True"
"10.208.0.0","10.211.210.0","ISD","US-S00282","True","True"
"10.208.0.0","10.211.90.0","ISD","US-S00298","True","True"
"10.208.0.0","10.211.214.0","ISD","US-S00757","True","True"
"10.208.0.0","10.211.148.0","ISD","US-S00708","True","True"
"10.208.0.0","10.211.92.0","ISD","US-S00521","True","True"
"10.208.0.0","10.211.96.0","ISD","US-S00611","True","True"
"10.208.0.0","10.210.110.0","ISD","US-S00706","True","True"
"10.208.0.0","10.211.94.0","ISD","US-S00572","True","True"
"10.208.0.0","10.211.180.0","ISD","US-S00218","True","True"
"10.208.0.0","10.211.140.0","ISD","US-S00643","True","True"
"10.212.0.0","10.214.30.0","ISD","US-S00031","True","True"
"10.212.0.0","10.212.28.0","ISD","US-S00109","True","True"
"10.212.0.0","10.214.196.0","ISD","US-S00376","True","True"
"10.212.0.0","10.213.76.0","ISD","US-S00190","True","True"
"10.212.0.0","10.213.10.0","ISD","US-S00220","True","True"
"10.212.0.0","10.212.154.0","ISD","US-S00228","True","True"
"10.212.0.0","10.214.4.0","ISD","US-S00234","True","True"
"10.212.0.0","10.215.20.0","ISD","US-S00141","True","True"
"10.212.0.0","10.213.6.0","ISD","US-S00067","True","True"
"10.212.0.0","10.214.178.0","ISD","US-S00222","True","True"
"10.212.0.0","10.214.168.0","ISD","US-S00195","True","True"
"10.212.0.0","10.212.148.0","ISD","US-S02126","True","True"
"10.212.0.0","10.213.142.0","ISD","US-S00597","True","True"
"10.212.0.0","10.212.38.0","ISD","US-S00675","True","True"
"10.212.0.0","10.214.172.0","ISD","US-S00535","True","True"
"10.212.0.0","10.214.180.0","ISD","US-S00260","True","True"
"10.212.0.0","10.213.12.0","ISD","US-S00307","True","True"
"10.212.0.0","10.215.74.0","ISD","US-S00314","True","True"
"10.212.0.0","10.212.74.0","ISD","US-S00332","True","True"
"10.212.0.0","10.214.12.0","ISD","US-S00277","True","True"
"10.212.0.0","10.213.72.0","ISD","US-S00040","True","True"
"10.212.0.0","10.212.216.0","ISD","US-S00100","True","True"
"10.212.0.0","10.213.30.0","ISD","US-S00144","True","True"
"10.212.0.0","10.213.208.0","ISD","US-S00070","True","True"
"10.212.0.0","10.215.158.0","ISD","US-S00185","True","True"
"10.212.0.0","10.213.168.0","ISD","US-S00148","True","True"
"10.212.0.0","10.214.194.0","ISD","US-S00253","True","True"
"10.212.0.0","10.213.74.0","ISD","US-S00090","True","True"
"10.212.0.0","10.215.22.0","ISD","US-S00226","True","True"
"10.212.0.0","10.214.22.0","ISD","US-S00099","True","True"
"10.212.0.0","10.212.4.0","ISD","US-S00054","True","True"
"10.212.0.0","10.214.26.0","ISD","US-S00102","True","True"
"10.212.0.0","10.215.48.0","ISD","US-S00165","True","True"
"10.212.0.0","10.214.216.0","ISD","US-S00036","True","True"
"10.212.0.0","10.214.192.0","ISD","US-S00198","True","True"
"10.212.0.0","10.213.82.0","ISD","US-S00412","True","True"
"10.212.0.0","10.213.100.0","ISD","US-S00001","True","True"
"10.212.0.0","10.214.218.0","ISD","US-S00494","True","True"
"10.212.0.0","10.212.168.0","ISD","US-S00504","True","True"
"10.212.0.0","10.212.32.0","ISD","US-S00502","True","True"
"10.212.0.0","10.212.18.0","ISD","US-S00500","True","True"
"10.212.0.0","10.214.170.0","ISD","US-S00492","True","True"
"10.212.0.0","10.215.76.0","ISD","US-S00483","True","True"
"10.212.0.0","10.212.30.0","ISD","US-S00479","True","True"
"10.212.0.0","10.214.24.0","ISD","US-S00667","True","True"
"10.212.0.0","10.213.84.0","ISD","US-S00475","True","True"
"10.212.0.0","10.214.182.0","ISD","US-S00442","True","True"
"10.212.0.0","10.214.198.0","ISD","US-S00434","True","True"
"10.212.0.0","10.214.44.0","ISD","US-S00431","True","True"
"10.212.0.0","10.212.158.0","ISD","US-S00421","True","True"
"10.212.0.0","10.214.28.0","ISD","US-S00406","True","True"
"10.212.0.0","10.215.24.0","ISD","US-S00497","True","True"
"10.212.0.0","10.213.8.0","ISD","US-S00147","True","True"
"10.212.0.0","10.215.52.0","ISD","US-S00404","True","True"
"10.212.0.0","10.214.112.0","ISD","US-S00013","True","True"
"10.212.0.0","10.215.54.0","ISD","US-S00428","True","True"
"10.212.0.0","10.215.34.0","ISD","US-S00094","True","True"
"10.212.0.0","10.213.68.0","ISD","US-S00138","True","True"
"10.212.0.0","10.214.200.0","ISD","US-S00467","True","True"
"10.212.0.0","10.212.206.0","ISD","US-S00712","True","True"
"10.212.0.0","10.212.108.0","ISD","US-S00682","True","True"
"10.212.0.0","10.212.218.0","ISD","US-S00724","True","True"
"10.212.0.0","10.213.4.0","ISD","US-S00365","True","True"
"10.212.0.0","10.214.20.0","ISD","US-S00541","True","True"
"10.212.0.0","10.215.82.0","ISD","US-S00668","True","True"
"10.212.0.0","10.215.78.0","ISD","US-S00518","True","True"
"10.212.0.0","10.213.90.0","ISD","US-S00758","True","True"
"10.212.0.0","10.214.34.0","ISD","US-S00615","True","True"
"10.212.0.0","10.212.196.0","ISD","US-S00508","True","True"
"10.212.0.0","10.214.36.0","ISD","US-S00764","True","True"
"10.212.0.0","10.214.220.0","ISD","US-S00683","True","True"
"10.212.0.0","10.213.170.0","ISD","US-S00645","True","True"
"10.212.0.0","10.212.106.0","ISD","US-S00653","True","True"
"10.212.0.0","10.212.78.0","ISD","US-S00655","True","True"
"10.212.0.0","10.212.36.0","ISD","US-S00633","True","True"
"10.212.0.0","10.214.42.0","ISD","US-S00721","True","True"
"10.212.0.0","10.212.178.0","ISD","US-S00695","True","True"
"10.212.0.0","10.212.40.0","ISD","US-S00678","True","True"
"10.212.0.0","10.214.202.0","ISD","US-S00648","True","True"
"10.212.0.0","10.214.238.0","ISD","US-S00672","True","True"
"10.212.0.0","10.213.212.0","ISD","US-S00777","True","True"
"10.212.0.0","10.213.78.0","ISD","US-S00295","True","True"
"10.212.0.0","10.215.116.0","ISD","US-S00259","True","True"
"10.212.0.0","10.215.50.0","ISD","US-S00315","True","True"
"10.212.0.0","10.213.110.0","ISD","US-S00651","True","True"
"10.212.0.0","10.214.246.0","ISD","US-S00306","True","True"
"10.212.0.0","10.215.36.0","ISD","US-S00265","True","True"
"10.212.0.0","10.212.112.0","ISD","US-S00577","True","True"
"10.212.0.0","10.213.210.0","ISD","US-S00776","True","True"
"10.212.0.0","10.213.158.0","ISD","US-S00599","True","True"
"10.212.0.0","10.214.10.0","ISD","US-S00769","True","True"
"10.212.0.0","10.214.32.0","ISD","US-S00673","True","True"
"10.212.0.0","10.215.80.0","ISD","US-S00574","True","True"
"10.212.0.0","10.213.80.0","ISD","US-S00382","True","True"
"10.212.0.0","10.214.96.0","ISD","US-S00618","True","True"
"10.212.0.0","10.215.14.0","ISD","US-S00529","True","True"
"10.212.0.0","10.212.198.0","ISD","US-S00767","True","True"
"10.212.0.0","10.212.76.0","ISD","US-S00578","True","True"
"10.212.0.0","10.212.34.0","ISD","US-S00540","True","True"
"10.212.0.0","10.214.174.0","ISD","US-S00709","True","True"
"10.212.0.0","10.213.88.0","ISD","US-S00660","True","True"
"10.212.0.0","10.213.112.0","ISD","US-S00735","True","True"
"10.212.0.0","10.213.86.0","ISD","US-S00598","True","True"
"10.212.0.0","10.215.56.0","ISD","US-S00530","True","True"
"10.212.0.0","10.214.68.0","ISD","US-S00381","True","True"
"10.212.0.0","10.212.222.0","ISD","US-S00606","True","True"
"10.212.0.0","10.215.118.0","ISD","US-S00594","True","True"
"10.212.0.0","10.212.156.0","ISD","US-S00371","True","True"
"10.212.0.0","10.214.222.0","ISD","US-S00687","True","True"
"10.212.0.0","10.212.220.0","ISD","US-S00671","True","True"
"10.212.0.0","10.212.80.0","ISD","US-S00739","True","True"
"10.212.0.0","10.215.58.0","ISD","US-S00625","True","True"
"10.212.0.0","10.215.26.0","ISD","US-S00526","True","True"
"10.216.0.0","10.219.246.0","ISD","CA-Sams-HO","True","True"
"10.216.0.0","10.216.54.0","ISD","US-S00622","True","True"
"10.216.0.0","10.217.134.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.206.0","ISD","CA-Sams-HO","True","True"
"10.216.0.0","10.219.174.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.146.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.132.0","ISD","CA-Sams-HO","True","True"
"10.216.0.0","10.217.42.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.218.32.0","ISD","US-S00638","True","True"
"10.216.0.0","10.219.236.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.130.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.219.142.0","ISD","CA-Toronto-HO","True","True"
"10.216.0.0","10.218.108.0","ISD","US-S00168","True","True"
"10.216.0.0","10.218.74.0","ISD","US-S00249","True","True"
"10.216.0.0","10.216.2.0","ISD","US-S00149","True","True"
"10.216.0.0","10.218.110.0","ISD","US-S00240","True","True"
"10.216.0.0","10.216.0.0","ISD","US-S00003","True","True"
"10.216.0.0","10.216.121.0","ISD","US-S00003","True","True"
"10.216.0.0","10.216.50.0","ISD","US-S00016","True","True"
"10.216.0.0","10.216.148.0","ISD","US-S00024","True","True"
"10.216.0.0","10.218.202.0","ISD","US-S00248","True","True"
