"Subnet","OverlappingSubnet","SubnetSite","OverlappingSite","SiteCollision","DCInSite"
"172.26.152.0","172.26.156.36","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.120","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.140","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.182","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.129","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.156.47","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.144","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.157.134","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.157.133","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.157.135","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.152.8","ISD","ISD","False","True"
"172.26.152.0","172.26.155.163","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.160","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.172","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.168","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.100","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.175","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.156.26","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.141","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.156.21","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.156.14","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.149","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.173","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.47","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.156.13","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.164","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.147","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.156.20","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.156.25","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.156.37","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.156.40","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.181","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.156.42","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.156.49","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.156.22","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.156.23","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.156.43","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.156.39","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.156.44","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.167","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.156.27","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.166","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.171","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.137","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.156.51","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.159","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.183","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.150","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.156.45","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.146","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.123","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.127","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.125","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.124","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.126","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.121","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.142","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.151","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.157","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.145","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.101","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.109","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.102","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.108","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.104","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.157.128","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.103","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.157.112","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.19","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.156.15","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.110","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.105","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.106","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.157.104","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.133","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.152.106","ISD","ISD","False","True"
"172.26.152.0","172.26.155.174","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.170","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.177","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.143","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.180","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.178","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.156.24","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.138","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.139","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.134","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.156.48","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.136","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.158","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.148","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.179","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.156.46","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.165","ISD","ISD-EXCH","True","True"
"172.26.152.0","172.26.155.169","ISD","ISD-EXCH","True","True"
"172.26.160.0","172.26.160.238","ISD","ISD-SecAuth","True","True"
"172.26.160.0","172.26.160.86","ISD","ISO-AD","True","True"
"172.26.160.0","172.26.160.28","ISD","ISD","False","True"
"172.26.160.0","172.26.160.97","ISD","ISD-EXCH","True","True"
"172.26.160.0","172.26.164.25","ISD","ISD-EXCH","True","True"
"172.26.160.0","172.26.160.29","ISD","ISD","False","True"
"172.26.160.0","172.26.160.98","ISD","ISD-EXCH","True","True"
"172.26.160.0","172.26.164.28","ISD","ISD-EXCH","True","True"
"172.26.160.0","172.26.160.90","ISD","ISD-SecAuth","True","True"
"172.26.160.0","172.26.160.52","ISD","ISD","False","True"
"172.26.160.0","172.26.160.242","ISD","ISD-EXCH","True","True"
"172.26.160.0","172.26.160.89","ISD","ISD","False","True"
"172.26.160.0","172.26.160.94","ISD","ISD-EXCH","True","True"
"172.26.160.0","172.26.164.16","ISD","ISO-AD","True","True"
"172.26.160.0","172.26.160.236","ISD","ISD","False","True"
"172.26.160.0","172.26.160.241","ISD","ISD-EXCH","True","True"
"172.26.160.0","172.26.164.22","ISD","ISD","False","True"
"172.26.160.0","172.26.160.243","ISD","ISD-EXCH","True","True"
"172.26.160.0","172.26.160.96","ISD","ISD-EXCH","True","True"
"172.26.160.0","172.26.164.78","ISD","ISD-EXCH","True","True"
"172.26.160.0","172.26.160.87","ISD","ISD","False","True"
"172.26.160.0","172.26.160.234","ISD","ISD-EXCH","True","True"
"172.26.160.0","172.26.160.204","ISD","ISD","False","True"
"172.26.160.0","172.26.160.205","ISD","ISD","False","True"
"172.26.160.0","172.26.160.206","ISD","ISD-WMCT","True","True"
"172.26.160.0","172.26.160.203","ISD","ISD","False","True"
"172.26.160.0","172.26.160.53","ISD","ISD","False","True"
"172.26.160.0","172.26.160.240","ISD","ISD-EXCH","True","True"
"172.26.160.0","172.26.160.84","ISD","ISO-AD","True","True"
"172.26.160.0","172.26.160.95","ISD","ISD-EXCH","True","True"
"172.26.160.0","172.26.164.74","ISD","ISO-AD","True","True"
"172.26.160.0","172.26.164.36","ISD","ISO-AD","True","True"
"172.26.160.0","172.26.164.72","ISD","ISO-AD","True","True"
"172.26.160.0","172.26.164.20","ISD","ISO-AD","True","True"
"172.26.160.0","172.26.164.11","ISD","ISO-AD","True","True"
"172.26.160.0","172.26.160.85","ISD","ISO-AD","True","True"
"172.26.160.0","172.26.164.18","ISD","ISO-AD","True","True"
"172.26.160.0","172.26.164.9","ISD","ISO-AD","True","True"
"172.26.160.0","172.26.164.19","ISD","ISO-AD","True","True"
"172.26.160.0","172.26.164.7","ISD","ISO-AD","True","True"
"172.26.160.0","172.26.164.17","ISD","ISO-AD","True","True"
"172.26.160.0","172.26.160.232","ISD","ISO-AD","True","True"
"172.26.160.0","172.26.164.23","ISD","ISO-AD","True","True"
"172.26.160.0","172.26.164.27","ISD","ISO-AD","True","True"
"172.26.160.0","172.26.160.15","ISD","ISD-EXCH","True","True"
"172.26.160.0","172.26.160.235","ISD","ISO-AD","True","True"
"172.26.160.0","172.26.164.73","ISD","ISO-AD","True","True"
"172.26.160.0","172.26.160.33","ISD","ISD-WMCT","True","True"
"172.26.160.0","172.26.164.21","ISD","ISO-AD","True","True"
"172.26.160.0","172.26.164.71","ISD","ISO-AD","True","True"
"172.26.160.0","172.26.164.33","ISD","ISO-AD","True","True"
"172.26.160.0","172.26.164.31","ISD","ISO-AD","True","True"
"172.26.160.0","172.26.164.24","ISD","ISO-AD","True","True"
"172.26.160.0","172.26.160.233","ISD","ISO-AD","True","True"
"172.26.160.0","172.26.164.8","ISD","ISO-AD","True","True"
"172.26.160.0","172.26.164.26","ISD","ISO-AD","True","True"
"172.26.160.0","172.26.164.10","ISD","ISO-AD","True","True"
"172.26.160.0","172.26.164.32","ISD","ISO-AD","True","True"
"172.26.160.0","172.26.164.30","ISD","ISO-AD","True","True"
"172.26.2.0","172.26.2.0","ISD","ISD","False","True"
"172.26.2.0","172.26.3.224","ISD","ISD","False","True"
"172.26.2.0","172.26.3.0","ISD","ISD","False","True"
"172.26.41.0","172.26.41.55","ISD-EXCH","ISD","True","True"
"172.26.41.0","172.26.41.57","ISD-EXCH","ISD","True","True"
"172.26.41.0","172.26.41.56","ISD-EXCH","ISD","True","True"
"172.28.0.0","172.28.162.0","US-GEC","US-GEC-Sunnyvale","True","True"
"172.28.0.0","172.28.174.0","US-GEC","US-GEC-Sunnyvale","True","True"
"172.28.0.0","172.28.168.0","US-GEC","US-GEC-Sunnyvale","True","True"
"172.28.0.0","172.28.160.0","US-GEC","US-GEC-Sunnyvale","True","True"
"172.28.0.0","172.28.165.0","US-GEC","US-GEC-Sunnyvale","True","True"
"172.28.0.0","172.28.181.0","US-GEC","US-GEC-Sunnyvale","True","True"
"172.28.0.0","172.28.160.0","US-GEC","US-GEC-Sunnyvale","True","True"
"172.28.0.0","172.28.183.0","US-GEC","US-GEC-Sunnyvale","True","True"
"172.28.0.0","172.28.174.0","US-GEC","US-GEC-Sunnyvale","True","True"
"172.28.0.0","172.28.128.0","US-GEC","IN-s08848","True","True"
"172.28.0.0","172.28.159.0","US-GEC","BR-GEC","True","True"
"172.28.0.0","172.28.144.0","US-GEC","BR-GEC","True","True"
"172.28.0.0","172.28.184.0","US-GEC","US-GEC-Sunnyvale","True","True"
"172.28.0.0","172.28.182.0","US-GEC","US-GEC-Sunnyvale","True","True"
"172.28.0.0","172.28.180.0","US-GEC","US-GEC-Sunnyvale","True","True"
"172.28.0.0","172.28.187.0","US-GEC","US-GEC-Sunnyvale","True","True"
"172.28.0.0","172.28.192.0","US-GEC","US-GEC-Sunnyvale","True","True"
"172.28.0.0","172.28.161.0","US-GEC","US-GEC-Sunnyvale","True","True"
"172.28.0.0","172.28.170.0","US-GEC","US-GEC-Sunnyvale","True","True"
"172.28.0.0","172.28.184.0","US-GEC","US-GEC-Sunnyvale","True","True"
"172.28.0.0","172.29.81.0","US-GEC","US-GEC","False","True"
"172.28.0.0","172.28.188.0","US-GEC","US-GEC-Sunnyvale","True","True"
"172.28.0.0","172.28.164.0","US-GEC","US-GEC-Sunnyvale","True","True"
"172.28.0.0","172.28.175.0","US-GEC","US-GEC-Sunnyvale","True","True"
"172.28.0.0","172.28.102.0","US-GEC","BR-GEC","True","True"
"172.28.0.0","172.28.166.0","US-GEC","US-GEC-Sunnyvale","True","True"
"172.28.0.0","172.28.186.0","US-GEC","US-GEC-Sunnyvale","True","True"
"172.28.0.0","172.28.185.0","US-GEC","US-GEC-Sunnyvale","True","True"
"172.28.0.0","172.28.163.0","US-GEC","US-GEC-Sunnyvale","True","True"
"172.28.0.0","172.28.224.0","US-GEC","BR-GEC","True","True"
"172.28.0.0","172.28.176.0","US-GEC","US-GEC-Sunnyvale","True","True"
"172.28.0.0","172.28.172.0","US-GEC","US-GEC-Sunnyvale","True","True"
"172.28.144.0","172.28.159.0","BR-GEC","BR-GEC","False","False"
"172.28.160.0","172.28.162.0","US-GEC-Sunnyvale","US-GEC-Sunnyvale","False","False"
"172.28.160.0","172.28.161.0","US-GEC-Sunnyvale","US-GEC-Sunnyvale","False","False"
"172.28.160.0","172.28.170.0","US-GEC-Sunnyvale","US-GEC-Sunnyvale","False","False"
"172.28.160.0","172.28.164.0","US-GEC-Sunnyvale","US-GEC-Sunnyvale","False","False"
"172.28.160.0","172.28.172.0","US-GEC-Sunnyvale","US-GEC-Sunnyvale","False","False"
"172.28.160.0","172.28.163.0","US-GEC-Sunnyvale","US-GEC-Sunnyvale","False","False"
"172.28.160.0","172.28.175.0","US-GEC-Sunnyvale","US-GEC-Sunnyvale","False","False"
"172.28.160.0","172.28.160.0","US-GEC-Sunnyvale","US-GEC-Sunnyvale","False","False"
"172.28.160.0","172.28.174.0","US-GEC-Sunnyvale","US-GEC-Sunnyvale","False","False"
"172.28.160.0","172.28.165.0","US-GEC-Sunnyvale","US-GEC-Sunnyvale","False","False"
"172.28.160.0","172.28.174.0","US-GEC-Sunnyvale","US-GEC-Sunnyvale","False","False"
"172.28.160.0","172.28.168.0","US-GEC-Sunnyvale","US-GEC-Sunnyvale","False","False"
"172.28.160.0","172.28.166.0","US-GEC-Sunnyvale","US-GEC-Sunnyvale","False","False"
"172.28.174.0","172.28.174.0","US-GEC-Sunnyvale","US-GEC-Sunnyvale","False","False"
"172.28.174.0","172.28.175.0","US-GEC-Sunnyvale","US-GEC-Sunnyvale","False","False"
"172.28.176.0","172.28.184.0","US-GEC-Sunnyvale","US-GEC-Sunnyvale","False","False"
"172.28.176.0","172.28.180.0","US-GEC-Sunnyvale","US-GEC-Sunnyvale","False","False"
"172.28.176.0","172.28.187.0","US-GEC-Sunnyvale","US-GEC-Sunnyvale","False","False"
"172.28.176.0","172.28.184.0","US-GEC-Sunnyvale","US-GEC-Sunnyvale","False","False"
"172.28.176.0","172.28.182.0","US-GEC-Sunnyvale","US-GEC-Sunnyvale","False","False"
"172.28.176.0","172.28.186.0","US-GEC-Sunnyvale","US-GEC-Sunnyvale","False","False"
"172.28.176.0","172.28.188.0","US-GEC-Sunnyvale","US-GEC-Sunnyvale","False","False"
"172.28.176.0","172.28.183.0","US-GEC-Sunnyvale","US-GEC-Sunnyvale","False","False"
"172.28.176.0","172.28.181.0","US-GEC-Sunnyvale","US-GEC-Sunnyvale","False","False"
"172.28.176.0","172.28.185.0","US-GEC-Sunnyvale","US-GEC-Sunnyvale","False","False"
"172.28.184.0","172.28.185.0","US-GEC-Sunnyvale","US-GEC-Sunnyvale","False","False"
"172.28.184.0","172.28.186.0","US-GEC-Sunnyvale","US-GEC-Sunnyvale","False","False"
"172.28.184.0","172.28.188.0","US-GEC-Sunnyvale","US-GEC-Sunnyvale","False","False"
"172.28.184.0","172.28.184.0","US-GEC-Sunnyvale","US-GEC-Sunnyvale","False","False"
"172.28.184.0","172.28.187.0","US-GEC-Sunnyvale","US-GEC-Sunnyvale","False","False"
"172.30.0.0","172.30.32.0","ISD","US-GEC-WalmartLabs","True","True"
"172.31.0.0","172.31.0.0","ISD","ISD","False","True"
"172.33.0.0","172.33.64.112","ISD","US-S02126","True","True"
"192.0.0.0","192.168.0.0","ISD","ISD","False","True"
"192.0.0.0","192.168.251.48","ISD","CA-Toronto-HO","True","True"
"192.0.0.0","192.168.248.0","ISD","US-S06000","True","True"
"192.0.0.0","192.168.116.0","ISD","US-S09572","True","True"
"192.0.0.0","192.168.33.226","ISD","ISD-EXCH","True","True"
"192.0.0.0","192.168.238.0","ISD","MX-Azcapotzalco","True","True"
"192.0.0.0","192.168.247.64","ISD","US-S06001","True","True"
"192.0.0.0","192.168.0.0","ISD","US-S07035","True","True"
"192.0.0.0","192.168.130.0","ISD","ISD","False","True"
"192.0.0.0","192.168.33.0","ISD","PH-S09360","True","True"
"192.0.0.0","192.168.49.0","ISD","ISD","False","True"
"192.0.0.0","192.168.115.0","ISD","US-S09572","True","True"
"192.0.0.0","192.168.29.0","ISD","PR-HOMEOFFICE","True","True"
"192.0.0.0","192.168.247.0","ISD","US-S07077","True","True"
"192.0.0.0","192.168.136.0","ISD","ISD","False","True"
"192.0.0.0","192.168.73.64","ISD","ISD","False","True"
"192.0.0.0","192.168.114.0","ISD","US-S09572","True","True"
"192.0.0.0","192.168.137.0","ISD","ISD","False","True"
"192.0.0.0","192.168.255.0","ISD","AR-HOMEOFFICE","True","True"
"192.0.0.0","192.168.192.0","ISD","US-S09728","True","True"
"192.0.0.0","192.168.190.0","ISD","US-S09728","True","True"
"192.0.0.0","192.168.131.0","ISD","ISD","False","True"
"192.168.0.0","192.168.251.48","ISD","CA-Toronto-HO","True","True"
"192.168.0.0","192.168.137.0","ISD","ISD","False","True"
"192.168.0.0","192.168.0.0","ISD","US-S07035","True","True"
"192.168.0.0","192.168.116.0","ISD","US-S09572","True","True"
"192.168.0.0","192.168.247.64","ISD","US-S06001","True","True"
"192.168.0.0","192.168.247.0","ISD","US-S07077","True","True"
"192.168.0.0","192.168.238.0","ISD","MX-Azcapotzalco","True","True"
"192.168.0.0","192.168.29.0","ISD","PR-HOMEOFFICE","True","True"
"192.168.0.0","192.168.115.0","ISD","US-S09572","True","True"
"192.168.0.0","192.168.73.64","ISD","ISD","False","True"
"192.168.0.0","192.168.255.0","ISD","AR-HOMEOFFICE","True","True"
"192.168.0.0","192.168.33.0","ISD","PH-S09360","True","True"
"192.168.0.0","192.168.192.0","ISD","US-S09728","True","True"
"192.168.0.0","192.168.114.0","ISD","US-S09572","True","True"
"192.168.0.0","192.168.248.0","ISD","US-S06000","True","True"
"192.168.0.0","192.168.33.226","ISD","ISD-EXCH","True","True"
"192.168.0.0","192.168.190.0","ISD","US-S09728","True","True"
"192.168.0.0","192.168.131.0","ISD","ISD","False","True"
"192.168.0.0","192.168.130.0","ISD","ISD","False","True"
"192.168.0.0","192.168.49.0","ISD","ISD","False","True"
"192.168.0.0","192.168.136.0","ISD","ISD","False","True"
"192.168.33.0","192.168.33.226","PH-S09360","ISD-EXCH","True","False"
"224.0.0.0","239.255.0.9","ISD","MX-Azcapotzalco","True","True"
"224.0.0.0","239.255.0.8","ISD","CN-HOMEOFFICE","True","True"
"224.0.0.0","239.255.0.0","ISD","ISD","False","True"
"239.255.0.0","239.255.0.9","ISD","MX-Azcapotzalco","True","True"
"239.255.0.0","239.255.0.8","ISD","CN-HOMEOFFICE","True","True"
"30.1.0.0","30.1.16.0","US-S06000","US-S07005","True","False"
"30.27.224.0","30.27.232.0","IN-S07401","CAM-S08001","True","False"
"30.29.128.0","30.29.154.0","CAM-S07406","CAM-S07406","False","False"
"30.8.128.0","30.8.128.0","US-S06072","US-S06072","False","False"
"32.0.0.0","55.106.88.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.101.192.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.108.80.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.106.48.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.144.136.0","ISD","US-S00229","True","True"
"32.0.0.0","55.102.192.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.106.72.0","ISD","CA-Sams-HO","True","True"
"32.0.0.0","55.98.88.0","ISD","CA-Sams-HO","True","True"
"32.0.0.0","55.121.240.0","ISD","US-S00257","True","True"
"32.0.0.0","55.91.96.0","ISD","US-S00185","True","True"
"32.0.0.0","55.108.88.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","39.96.0.0","ISD","ISD","False","True"
"32.0.0.0","55.106.16.0","ISD","CA-Sams-HO","True","True"
"32.0.0.0","55.107.64.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.26.216.0","ISD","US-S00184","True","True"
"32.0.0.0","55.103.224.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.102.24.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.99.104.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.108.72.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.96.72.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.103.152.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.96.56.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.6.56.0","ISD","US-S00096","True","True"
"32.0.0.0","55.106.8.0","ISD","CA-Sams-HO","True","True"
"32.0.0.0","55.103.176.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.102.48.0","ISD","CA-Sams-HO","True","True"
"32.0.0.0","55.106.104.0","ISD","CA-Sams-HO","True","True"
"32.0.0.0","55.102.208.0","ISD","CA-Sams-HO","True","True"
"32.0.0.0","55.107.160.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.102.176.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.108.104.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.107.80.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.103.168.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","54.85.184.0","ISD","US-S02126","True","True"
"32.0.0.0","55.103.200.0","ISD","CA-Sams-HO","True","True"
"32.0.0.0","55.101.80.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.102.200.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.108.24.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.107.232.0","ISD","CA-Sams-HO","True","True"
"32.0.0.0","55.107.136.0","ISD","CA-Sams-HO","True","True"
"32.0.0.0","55.107.32.0","ISD","CA-Sams-HO","True","True"
"32.0.0.0","55.97.24.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.108.152.0","ISD","CA-Sams-HO","True","True"
"32.0.0.0","54.0.0.0","ISD","ISD","False","True"
"32.0.0.0","54.96.0.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.103.160.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.101.208.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.98.152.0","ISD","CA-Sams-HO","True","True"
"32.0.0.0","55.99.112.0","ISD","CA-Sams-HO","True","True"
"32.0.0.0","55.98.184.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.96.104.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.102.72.0","ISD","CA-Sams-HO","True","True"
"32.0.0.0","55.102.120.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.97.40.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.120.24.0","ISD","US-S00212","True","True"
"32.0.0.0","55.101.224.0","ISD","CA-Sams-HO","True","True"
"32.0.0.0","55.96.128.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.103.136.0","ISD","CA-Sams-HO","True","True"
"32.0.0.0","55.100.128.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.102.80.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.106.232.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.102.88.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.102.184.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.108.112.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.101.72.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.101.184.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.106.24.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.106.56.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.107.176.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.96.48.0","ISD","CA-Sams-HO","True","True"
"32.0.0.0","55.99.32.0","ISD","CA-Sams-HO","True","True"
"32.0.0.0","55.96.120.0","ISD","CA-Toronto-HO","True","True"
"32.0.0.0","55.8.144.0","ISD","US-S00188","True","True"
"32.0.0.0","55.26.120.0","ISD","US-S00025","True","True"
"32.0.0.0","55.6.24.0","ISD","US-S00126","True","True"
"32.0.0.0","55.139.152.0","ISD","US-S00024","True","True"
"32.0.0.0","55.22.16.0","ISD","US-S00060","True","True"
"32.0.0.0","39.80.0.0","ISD","ISD","False","True"
"32.0.0.0","55.19.144.0","ISD","US-S00499","True","True"
"32.0.0.0","55.93.184.0","ISD","US-S00428","True","True"
"32.0.0.0","55.13.160.0","ISD","US-S00098","True","True"
"32.0.0.0","55.117.168.0","ISD","US-S00426","True","True"
"32.0.0.0","55.89.248.0","ISD","US-S00036","True","True"
"32.0.0.0","55.88.56.0","ISD","US-S00031","True","True"
"32.0.0.0","55.125.216.0","ISD","US-S00028","True","True"
"32.0.0.0","55.28.136.0","ISD","US-S00436","True","True"
"32.0.0.0","55.124.144.0","ISD","US-S00456","True","True"
"32.0.0.0","55.16.40.0","ISD","US-S00097","True","True"
"32.0.0.0","55.4.200.0","ISD","US-S00002","True","True"
"32.0.0.0","55.21.232.0","ISD","US-S00488","True","True"
"32.0.0.0","55.6.200.0","ISD","US-S00123","True","True"
"32.0.0.0","55.86.72.0","ISD","US-S00070","True","True"
"32.0.0.0","55.141.112.0","ISD","US-S00501","True","True"
"32.0.0.0","55.88.40.0","ISD","US-S00406","True","True"
"32.0.0.0","55.1.16.0","ISD","US-S00008","True","True"
"32.0.0.0","55.145.192.0","ISD","US-S00135","True","True"
"32.0.0.0","55.84.200.0","ISD","US-S00100","True","True"
"32.0.0.0","55.33.136.0","ISD","US-S00408","True","True"
"32.0.0.0","55.33.112.0","ISD","US-S00011","True","True"
"32.0.0.0","55.141.16.0","ISD","US-S00143","True","True"
"32.0.0.0","55.22.224.0","ISD","US-S00469","True","True"
"32.0.0.0","55.139.112.0","ISD","US-S00420","True","True"
"32.0.0.0","55.16.240.0","ISD","US-S00464","True","True"
"32.0.0.0","55.3.176.0","ISD","US-S00447","True","True"
"32.0.0.0","55.22.32.0","ISD","US-S00072","True","True"
"32.0.0.0","55.79.32.0","ISD","US-S00058","True","True"
"32.0.0.0","55.7.120.0","ISD","US-S00052","True","True"
"32.0.0.0","55.19.112.0","ISD","US-S00064","True","True"
"32.0.0.0","55.22.232.0","ISD","US-S00481","True","True"
"32.0.0.0","55.36.200.0","ISD","US-S00116","True","True"
